from,to,anno,tipo,sigla_prov_from,cod_prov_from,sigla_prov_to,cod_prov_to,data_evento
091006,105003,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091013,095079,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091014,104009,2006,AP-Cambio appartenenza Provincia,NU,091,OT,104,01/01/2006
091019,105005,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091020,092110,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091021,092111,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091022,092112,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091023,095080,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091026,105006,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091029,095081,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091030,092113,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091031,105007,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091032,105008,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091034,092114,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091035,105009,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091036,095082,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091037,105010,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091039,105011,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091042,105012,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091045,095083,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091048,095084,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091049,095085,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091052,092115,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091053,092116,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091054,092117,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091065,092118,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091069,105013,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091072,105014,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091074,092119,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091075,095086,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091076,104023,2006,AP-Cambio appartenenza Provincia,NU,091,OT,104,01/01/2006
091080,092120,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091081,105015,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091082,092121,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091087,095087,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091088,105016,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091089,105017,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091092,095088,2006,AP-Cambio appartenenza Provincia,NU,091,OR,095,01/01/2006
091095,105018,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091097,105019,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091098,105020,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091099,105021,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091100,105022,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091101,105023,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
091102,092122,2006,AP-Cambio appartenenza Provincia,NU,091,CA,092,01/01/2006
091103,105004,2006,AP-Cambio appartenenza Provincia,NU,091,OG,105,01/01/2006
092001,106001,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092006,106002,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092007,107001,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092010,107002,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092012,107003,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092013,107004,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092014,106003,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092019,107005,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092021,107006,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092022,106004,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092023,106005,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092025,106006,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092026,107007,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092028,107008,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092029,106007,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092032,106008,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092033,107009,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092034,106009,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092035,106010,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092040,107011,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092041,107012,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092043,107013,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092045,106011,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092046,106012,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092047,107014,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092049,107016,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092052,106013,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092055,106014,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092056,107017,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092057,106015,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092060,107018,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092062,107019,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092063,107020,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092065,106016,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092067,106017,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092072,106018,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092073,106019,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092076,106020,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092077,106021,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092085,107021,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092086,106022,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092087,106023,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092089,106024,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092092,106025,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092093,106026,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092094,107022,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092095,106027,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092096,106028,2006,AP-Cambio appartenenza Provincia,CA,092,VS,106,01/01/2006
092103,107010,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092104,107023,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
092107,107015,2006,AP-Cambio appartenenza Provincia,CA,092,CI,107,01/01/2006
022162,022162,2005,CD-Cambio denominazione,TN,022,TN,022,11/05/2005
021029,021053,2005,AQ-Acquisizione territorio,BZ,021,BZ,021,04/05/2005
021053,021029,2005,CE-Cessione territorio,BZ,021,BZ,021,04/05/2005
022156,022156,2005,CD-Cambio denominazione,TN,022,TN,022,04/05/2005
015134,015164,2005,AQ-Acquisizione territorio,MI,015,MI,015,19/02/2005
015164,015134,2005,CE-Cessione territorio,MI,015,MI,015,19/02/2005
018110,018135,2005,CE-Cessione territorio,PV,018,PV,018,19/02/2005
018135,018110,2005,AQ-Acquisizione territorio,PV,018,PV,018,19/02/2005
018023,018119,2005,CE-Cessione territorio,PV,018,PV,018,08/01/2005
018119,018023,2005,AQ-Acquisizione territorio,PV,018,PV,018,08/01/2005
037040,037051,2004,CE-Cessione territorio,BO,037,BO,037,26/10/2004
037040,037051,2004,AQ-Acquisizione territorio,BO,037,BO,037,26/10/2004
037051,037040,2004,AQ-Acquisizione territorio,BO,037,BO,037,26/10/2004
037051,037040,2004,CE-Cessione territorio,BO,037,BO,037,26/10/2004
018119,018162,2004,CE-Cessione territorio,PV,018,PV,018,28/08/2004
018162,018119,2004,AQ-Acquisizione territorio,PV,018,PV,018,28/08/2004
016192,016192,2004,CD-Cambio denominazione,BG,016,BG,016,14/08/2004
037009,037050,2004,AQ-Acquisizione territorio,BO,037,BO,037,01/07/2004
037009,037050,2004,CE-Cessione territorio,BO,037,BO,037,01/07/2004
037050,037009,2004,AQ-Acquisizione territorio,BO,037,BO,037,01/07/2004
037050,037009,2004,CE-Cessione territorio,BO,037,BO,037,01/07/2004
015027,015250,2004,CECS-Cessione territorio per costituzione nuova unità,MI,015,MI,015,08/06/2004
015250,015027,2004,CS-Costituzione,MI,015,MI,015,08/06/2004
097009,097021,2004,AQ-Acquisizione territorio,LC,097,LC,097,08/06/2004
097021,097009,2004,CE-Cessione territorio,LC,097,LC,097,08/06/2004
098018,098041,2004,AQ-Acquisizione territorio,LO,098,LO,098,08/06/2004
098018,098041,2004,CE-Cessione territorio,LO,098,LO,098,08/06/2004
098041,098018,2004,AQ-Acquisizione territorio,LO,098,LO,098,08/06/2004
098041,098018,2004,CE-Cessione territorio,LO,098,LO,098,08/06/2004
071036,071063,2004,AQ-Acquisizione territorio,FG,071,FG,071,04/06/2004
071036,071063,2004,CE-Cessione territorio,FG,071,FG,071,04/06/2004
071063,071036,2004,AQ-Acquisizione territorio,FG,071,FG,071,04/06/2004
071063,071036,2004,CE-Cessione territorio,FG,071,FG,071,04/06/2004
075029,075075,2004,AQ-Acquisizione territorio,LE,075,LE,075,12/05/2004
075029,075075,2004,CE-Cessione territorio,LE,075,LE,075,12/05/2004
075075,075029,2004,AQ-Acquisizione territorio,LE,075,LE,075,12/05/2004
075075,075029,2004,CE-Cessione territorio,LE,075,LE,075,12/05/2004
015117,015119,2004,CE-Cessione territorio,MI,015,MI,015,10/04/2004
015119,015117,2004,AQ-Acquisizione territorio,MI,015,MI,015,10/04/2004
030052,030116,2004,AQ-Acquisizione territorio,UD,030,UD,030,01/04/2004
030052,030116,2004,CE-Cessione territorio,UD,030,UD,030,01/04/2004
030116,030052,2004,AQ-Acquisizione territorio,UD,030,UD,030,01/04/2004
030116,030052,2004,CE-Cessione territorio,UD,030,UD,030,01/04/2004
021052,021052,2003,CD-Cambio denominazione,BZ,021,BZ,021,29/10/2003
071036,071063,2003,CE-Cessione territorio,FG,071,FG,071,03/10/2003
071063,071036,2003,AQ-Acquisizione territorio,FG,071,FG,071,03/10/2003
093022,093036,2003,CE-Cessione territorio,PN,093,PN,093,17/04/2003
093036,093022,2003,AQ-Acquisizione territorio,PN,093,PN,093,17/04/2003
015027,015250,2003,AQES-Acquisizione per estinzione,MI,015,MI,015,06/03/2003
015250,015027,2003,ES-Estinzione,MI,015,MI,015,06/03/2003
013208,013248,2003,ES-Estinzione,CO,013,CO,013,01/01/2003
013210,013248,2003,ES-Estinzione,CO,013,CO,013,01/01/2003
013248,013208,2003,CS-Costituzione,CO,013,CO,013,01/01/2003
013248,013210,2003,CS-Costituzione,CO,013,CO,013,01/01/2003
015010,015204,2002,AQ-Acquisizione territorio,MI,015,MI,015,26/10/2002
015204,015010,2002,CE-Cessione territorio,MI,015,MI,015,26/10/2002
016039,016196,2002,CE-Cessione territorio,BG,016,BG,016,26/10/2002
016196,016039,2002,AQ-Acquisizione territorio,BG,016,BG,016,26/10/2002
016196,016246,2002,AQ-Acquisizione territorio,BG,016,BG,016,26/10/2002
016246,016196,2002,CE-Cessione territorio,BG,016,BG,016,26/10/2002
017001,017160,2002,AQ-Acquisizione territorio,BS,017,BS,017,26/10/2002
017040,017163,2002,AQ-Acquisizione territorio,BS,017,BS,017,26/10/2002
017160,017001,2002,CE-Cessione territorio,BS,017,BS,017,26/10/2002
017163,017040,2002,CE-Cessione territorio,BS,017,BS,017,26/10/2002
018053,018181,2002,CE-Cessione territorio,PV,018,PV,018,26/10/2002
018053,018181,2002,AQ-Acquisizione territorio,PV,018,PV,018,26/10/2002
018181,018053,2002,AQ-Acquisizione territorio,PV,018,PV,018,26/10/2002
018181,018053,2002,CE-Cessione territorio,PV,018,PV,018,26/10/2002
041035,041035,2002,CD-Cambio denominazione,PU,041,PU,041,07/06/2002
015027,015250,2001,CECS-Cessione territorio per costituzione nuova unità,MI,015,MI,015,12/12/2001
015250,015027,2001,CS-Costituzione,MI,015,MI,015,12/12/2001
058047,058122,2001,CECS-Cessione territorio per costituzione nuova unità,RM,058,RM,058,15/10/2001
058059,058122,2001,CECS-Cessione territorio per costituzione nuova unità,RM,058,RM,058,15/10/2001
058122,058047,2001,CS-Costituzione,RM,058,RM,058,15/10/2001
058122,058059,2001,CS-Costituzione,RM,058,RM,058,15/10/2001
023012,023040,2000,CE-Cessione territorio,VR,023,VR,023,16/07/2000
023012,023055,2000,CE-Cessione territorio,VR,023,VR,023,16/07/2000
023040,023012,2000,AQ-Acquisizione territorio,VR,023,VR,023,16/07/2000
023055,023012,2000,AQ-Acquisizione territorio,VR,023,VR,023,16/07/2000
017046,017166,2000,AQ-Acquisizione territorio,BS,017,BS,017,14/04/2000
017166,017046,2000,CE-Cessione territorio,BS,017,BS,017,14/04/2000
073023,073027,2000,AQ-Acquisizione territorio,TA,073,TA,073,11/02/2000
073023,073027,2000,CE-Cessione territorio,TA,073,TA,073,11/02/2000
073027,073023,2000,CE-Cessione territorio,TA,073,TA,073,11/02/2000
073027,073023,2000,AQ-Acquisizione territorio,TA,073,TA,073,11/02/2000
001109,001218,2000,AQ-Acquisizione territorio,TO,001,TO,001,01/01/2000
001218,001109,2000,CE-Cessione territorio,TO,001,TO,001,01/01/2000
022036,022039,1999,CE-Cessione territorio,TN,022,TN,022,08/12/1999
022039,022036,1999,AQ-Acquisizione territorio,TN,022,TN,022,08/12/1999
071049,071049,1999,CD-Cambio denominazione,FG,071,FG,071,22/10/1999
081003,081003,1999,CD-Cambio denominazione,TP,081,TP,081,20/09/1999
010043,010060,1999,CE-Cessione territorio,GE,010,GE,010,16/09/1999
010060,010043,1999,AQ-Acquisizione territorio,GE,010,GE,010,16/09/1999
014005,014029,1999,CE-Cessione territorio,SO,014,SO,014,27/07/1999
014005,014029,1999,AQ-Acquisizione territorio,SO,014,SO,014,27/07/1999
014029,014005,1999,CE-Cessione territorio,SO,014,SO,014,27/07/1999
014029,014005,1999,AQ-Acquisizione territorio,SO,014,SO,014,27/07/1999
022050,022196,1999,AQ-Acquisizione territorio,TN,022,TN,022,14/07/1999
022050,022196,1999,CE-Cessione territorio,TN,022,TN,022,14/07/1999
022196,022050,1999,AQ-Acquisizione territorio,TN,022,TN,022,14/07/1999
022196,022050,1999,CE-Cessione territorio,TN,022,TN,022,14/07/1999
027042,027044,1999,CECS-Cessione territorio per costituzione nuova unità,VE,027,VE,027,02/04/1999
027044,027042,1999,CS-Costituzione,VE,027,VE,027,02/04/1999
101002,101006,1999,CE-Cessione territorio,KR,101,KR,101,13/01/1999
101002,101006,1999,AQ-Acquisizione territorio,KR,101,KR,101,13/01/1999
101006,101002,1999,CE-Cessione territorio,KR,101,KR,101,13/01/1999
101006,101002,1999,AQ-Acquisizione territorio,KR,101,KR,101,13/01/1999
096036,096084,1999,ES-Estinzione,BI,096,BI,096,01/01/1999
096045,096084,1999,ES-Estinzione,BI,096,BI,096,01/01/1999
096084,096036,1999,CS-Costituzione,BI,096,BI,096,01/01/1999
096084,096045,1999,CS-Costituzione,BI,096,BI,096,01/01/1999
066057,066092,1998,CE-Cessione territorio,AQ,066,AQ,066,09/12/1998
066092,066057,1998,AQ-Acquisizione territorio,AQ,066,AQ,066,09/12/1998
022039,025044,1998,AQ-Acquisizione territorio,TN,022,BL,025,23/10/1998
025044,022039,1998,CE-Cessione territorio,BL,025,TN,022,23/10/1998
005043,005121,1998,ES-Estinzione,AT,005,AT,005,01/09/1998
005078,005121,1998,ES-Estinzione,AT,005,AT,005,01/09/1998
005102,005121,1998,ES-Estinzione,AT,005,AT,005,01/09/1998
005121,005043,1998,CS-Costituzione,AT,005,AT,005,01/09/1998
005121,005078,1998,CS-Costituzione,AT,005,AT,005,01/09/1998
005121,005102,1998,CS-Costituzione,AT,005,AT,005,01/09/1998
040007,040015,1998,AQ-Acquisizione territorio,FC,040,FC,040,23/05/1998
040007,040015,1998,CE-Cessione territorio,FC,040,FC,040,23/05/1998
040015,040007,1998,AQ-Acquisizione territorio,FC,040,FC,040,23/05/1998
040015,040007,1998,CE-Cessione territorio,FC,040,FC,040,23/05/1998
015115,018150,1998,CE-Cessione territorio,MI,015,PV,018,19/04/1998
015115,018150,1998,AQ-Acquisizione territorio,MI,015,PV,018,19/04/1998
018150,015115,1998,AQ-Acquisizione territorio,PV,018,MI,015,19/04/1998
018150,015115,1998,CE-Cessione territorio,PV,018,MI,015,19/04/1998
012069,012100,1997,AQ-Acquisizione territorio,VA,012,VA,012,26/07/1997
012100,012069,1997,CE-Cessione territorio,VA,012,VA,012,26/07/1997
015007,015041,1997,CE-Cessione territorio,MI,015,MI,015,26/07/1997
015007,015041,1997,AQ-Acquisizione territorio,MI,015,MI,015,26/07/1997
015010,015200,1997,CE-Cessione territorio,MI,015,MI,015,26/07/1997
015041,015007,1997,AQ-Acquisizione territorio,MI,015,MI,015,26/07/1997
015041,015007,1997,CE-Cessione territorio,MI,015,MI,015,26/07/1997
015146,015209,1997,AQ-Acquisizione territorio,MI,015,MI,015,26/07/1997
015200,015010,1997,AQ-Acquisizione territorio,MI,015,MI,015,26/07/1997
015209,015146,1997,CE-Cessione territorio,MI,015,MI,015,26/07/1997
098029,098054,1997,AQ-Acquisizione territorio,LO,098,LO,098,26/07/1997
098029,098054,1997,CE-Cessione territorio,LO,098,LO,098,26/07/1997
098054,098029,1997,AQ-Acquisizione territorio,LO,098,LO,098,26/07/1997
098054,098029,1997,CE-Cessione territorio,LO,098,LO,098,26/07/1997
091013,091049,1997,CE-Cessione territorio,NU,091,NU,091,07/02/1997
091049,091013,1997,AQ-Acquisizione territorio,NU,091,NU,091,07/02/1997
028014,028068,1996,CE-Cessione territorio,PD,028,PD,028,07/12/1996
028068,028014,1996,AQ-Acquisizione territorio,PD,028,PD,028,07/12/1996
023012,023040,1996,AQ-Acquisizione territorio,VR,023,VR,023,01/09/1996
023012,023055,1996,AQ-Acquisizione territorio,VR,023,VR,023,01/09/1996
023040,023012,1996,CE-Cessione territorio,VR,023,VR,023,01/09/1996
023055,023012,1996,CE-Cessione territorio,VR,023,VR,023,01/09/1996
090044,090044,1996,CD-Cambio denominazione,SS,090,SS,090,13/08/1996
001206,001287,1996,AQ-Acquisizione territorio,TO,001,TO,001,01/03/1996
001287,001206,1996,CE-Cessione territorio,TO,001,TO,001,01/03/1996
022153,022191,1996,CE-Cessione territorio,TN,022,TN,022,14/02/1996
022191,022153,1996,AQ-Acquisizione territorio,TN,022,TN,022,14/02/1996
090017,090090,1996,CECS-Cessione territorio per costituzione nuova unità,SS,090,SS,090,24/01/1996
090090,090017,1996,CS-Costituzione,SS,090,SS,090,24/01/1996
058057,058121,1995,AQES-Acquisizione per estinzione,RM,058,RM,058,21/09/1995
058121,058057,1995,ES-Estinzione,RM,058,RM,058,21/09/1995
021056,021064,1995,CE-Cessione territorio,BZ,021,BZ,021,31/08/1995
021064,021056,1995,AQ-Acquisizione territorio,BZ,021,BZ,021,31/08/1995
015015,015115,1995,CE-Cessione territorio,MI,015,MI,015,05/05/1995
015015,015115,1995,AQ-Acquisizione territorio,MI,015,MI,015,05/05/1995
015115,015015,1995,AQ-Acquisizione territorio,MI,015,MI,015,05/05/1995
015115,015015,1995,CE-Cessione territorio,MI,015,MI,015,05/05/1995
015139,015171,1995,CE-Cessione territorio,MI,015,MI,015,05/05/1995
015139,015171,1995,AQ-Acquisizione territorio,MI,015,MI,015,05/05/1995
015171,015139,1995,AQ-Acquisizione territorio,MI,015,MI,015,05/05/1995
015171,015139,1995,CE-Cessione territorio,MI,015,MI,015,05/05/1995
017127,017136,1995,AQ-Acquisizione territorio,BS,017,BS,017,05/05/1995
017136,017127,1995,CE-Cessione territorio,BS,017,BS,017,05/05/1995
005001,005001,1995,CD-Cambio denominazione,AT,005,AT,005,27/04/1995
028024,028106,1995,ES-Estinzione,PD,028,PD,028,24/03/1995
028025,028106,1995,ES-Estinzione,PD,028,PD,028,24/03/1995
028106,028024,1995,CS-Costituzione,PD,028,PD,028,24/03/1995
028106,028025,1995,CS-Costituzione,PD,028,PD,028,24/03/1995
002001,096001,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002005,096002,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002010,096003,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002012,096004,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002013,096005,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002018,096006,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002020,096007,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002022,096008,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002023,096009,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002024,096010,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002026,096011,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002027,096012,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002028,096013,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002034,096014,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002036,096015,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002037,096016,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002039,096017,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002040,096018,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002044,096019,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002046,096020,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002050,096021,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002051,096022,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002053,096023,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002055,096024,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002056,096025,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002060,096026,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002063,096027,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002064,096028,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002069,096029,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002073,096030,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002074,096031,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002075,096032,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002076,096033,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002077,096034,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002080,096035,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002081,096036,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002083,096037,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002084,096038,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002085,096039,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002086,096040,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002087,096041,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002092,096042,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002094,096043,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002095,096044,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002098,096045,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002099,096046,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002100,096047,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002101,096048,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002103,096049,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002105,096050,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002106,096051,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002109,096052,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002117,096053,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002119,096054,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002120,096055,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002124,096056,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002125,096057,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002129,096058,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002130,096059,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002132,096060,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002136,096061,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002138,096062,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002139,096063,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002140,096064,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002141,096065,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002143,096066,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002144,096067,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002145,096068,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
002146,096069,1995,AP-Cambio appartenenza Provincia,VC,002,BI,096,01/01/1995
