from,to,anno,tipo,sigla_prov_from,cod_prov_from,sigla_prov_to,cod_prov_to,data_evento
104023,090092,2016,AP-Cambio appartenenza Provincia,OT,104,SS,090,28/04/2016
104024,090080,2016,AP-Cambio appartenenza Provincia,OT,104,SS,090,28/04/2016
104025,090070,2016,AP-Cambio appartenenza Provincia,OT,104,SS,090,28/04/2016
104026,090074,2016,AP-Cambio appartenenza Provincia,OT,104,SS,090,28/04/2016
105001,091002,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105002,091005,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105003,091006,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105004,091103,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105005,091019,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105006,091026,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105007,091031,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105008,091032,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105009,091035,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105010,091037,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105011,091039,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105012,091042,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105013,091069,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105014,091072,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105015,111081,2016,AP-Cambio appartenenza Provincia,OG,105,SU,111,28/04/2016
105016,091088,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105017,091089,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105018,091095,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105019,091097,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105020,091098,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105021,091099,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105022,091100,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
105023,091101,2016,AP-Cambio appartenenza Provincia,OG,105,NU,091,28/04/2016
106001,111001,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106002,111005,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106003,111012,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106004,111022,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106005,111024,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106006,111027,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106007,111031,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106008,111034,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106009,111037,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106010,111038,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106011,111052,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106012,111053,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106013,111059,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106014,111062,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106015,111067,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106016,111072,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106017,111073,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106018,111077,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106019,111078,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106020,111080,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106021,111083,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106022,111091,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106023,111092,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106024,111094,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106025,111096,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106026,111097,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106027,111100,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
106028,111101,2016,AP-Cambio appartenenza Provincia,VS,106,SU,111,28/04/2016
107001,111006,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107002,111008,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107003,111009,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107004,111010,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107005,111016,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107006,111021,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107007,111028,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107008,111030,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107009,111035,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107010,111040,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107011,111043,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107012,111044,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107013,111049,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107014,111054,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107015,111056,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107016,111057,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107017,111063,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107018,111068,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107019,111070,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107020,111071,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107021,111090,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107022,111098,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
107023,111102,2016,AP-Cambio appartenenza Provincia,CI,107,SU,111,28/04/2016
017018,017154,2016,AQES-Acquisizione per estinzione,BS,017,BS,017,23/04/2016
017154,017018,2016,ES-Estinzione,BS,017,BS,017,23/04/2016
082045,082078,2016,AQ-Acquisizione territorio,PA,082,PA,082,15/04/2016
082078,082045,2016,CE-Cessione territorio,PA,082,PA,082,15/04/2016
025020,025072,2016,ES-Estinzione,BL,025,BL,025,23/02/2016
025024,025073,2016,ES-Estinzione,BL,025,BL,025,23/02/2016
025038,025072,2016,ES-Estinzione,BL,025,BL,025,23/02/2016
025041,025072,2016,ES-Estinzione,BL,025,BL,025,23/02/2016
025068,025073,2016,ES-Estinzione,BL,025,BL,025,23/02/2016
025072,025020,2016,CS-Costituzione,BL,025,BL,025,23/02/2016
025072,025038,2016,CS-Costituzione,BL,025,BL,025,23/02/2016
025072,025041,2016,CS-Costituzione,BL,025,BL,025,23/02/2016
025073,025024,2016,CS-Costituzione,BL,025,BL,025,23/02/2016
025073,025068,2016,CS-Costituzione,BL,025,BL,025,23/02/2016
018056,018192,2016,ES-Estinzione,PV,018,PV,018,01/01/2016
018070,018192,2016,ES-Estinzione,PV,018,PV,018,01/01/2016
018192,018056,2016,CS-Costituzione,PV,018,PV,018,01/01/2016
018192,018070,2016,CS-Costituzione,PV,018,PV,018,01/01/2016
022004,022237,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022019,022239,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022020,022246,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022023,022236,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022024,022246,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022028,022238,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022031,022243,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022055,022241,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022056,022236,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022057,022238,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022066,022238,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022069,022242,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022073,022244,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022075,022233,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022076,022237,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022082,022235,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022084,022245,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022086,022242,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022094,022235,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022096,022235,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022100,022246,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022101,022243,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022105,022241,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022121,022233,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022122,022247,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022125,022249,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022132,022248,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022140,022234,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022148,022247,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022149,022234,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022151,022247,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022158,022246,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022174,022245,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022178,022240,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022185,022240,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022187,022249,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022192,022248,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022194,022242,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022201,022245,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022204,022245,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022207,022249,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022208,022235,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022212,022236,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022215,022248,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022219,022236,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022220,022244,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022221,022240,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022223,022244,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022227,022239,2016,ES-Estinzione,TN,022,TN,022,01/01/2016
022233,022075,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022233,022121,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022234,022140,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022234,022149,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022235,022082,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022235,022094,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022235,022096,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022235,022208,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022236,022023,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022236,022056,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022236,022212,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022236,022219,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022237,022004,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022237,022076,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022238,022028,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022238,022057,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022238,022066,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022239,022019,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022239,022227,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022240,022178,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022240,022185,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022240,022221,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022241,022055,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022241,022105,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022242,022069,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022242,022086,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022242,022194,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022243,022031,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022243,022101,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022244,022073,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022244,022220,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022244,022223,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022245,022084,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022245,022174,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022245,022201,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022245,022204,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022246,022020,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022246,022024,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022246,022100,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022246,022158,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022247,022122,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022247,022148,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022247,022151,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022248,022132,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022248,022192,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022248,022215,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022249,022125,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022249,022187,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
022249,022207,2016,CS-Costituzione,TN,022,TN,022,01/01/2016
034029,034050,2016,ES-Estinzione,PR,034,PR,034,01/01/2016
034048,034050,2016,ES-Estinzione,PR,034,PR,034,01/01/2016
034050,034029,2016,CS-Costituzione,PR,034,PR,034,01/01/2016
034050,034048,2016,CS-Costituzione,PR,034,PR,034,01/01/2016
035007,035046,2016,ES-Estinzione,RE,035,RE,035,01/01/2016
035019,035046,2016,ES-Estinzione,RE,035,RE,035,01/01/2016
035025,035046,2016,ES-Estinzione,RE,035,RE,035,01/01/2016
035031,035046,2016,ES-Estinzione,RE,035,RE,035,01/01/2016
035046,035007,2016,CS-Costituzione,RE,035,RE,035,01/01/2016
035046,035019,2016,CS-Costituzione,RE,035,RE,035,01/01/2016
035046,035025,2016,CS-Costituzione,RE,035,RE,035,01/01/2016
035046,035031,2016,CS-Costituzione,RE,035,RE,035,01/01/2016
037029,037062,2016,ES-Estinzione,BO,237,BO,237,01/01/2016
037049,037062,2016,ES-Estinzione,BO,237,BO,237,01/01/2016
037062,037029,2016,CS-Costituzione,BO,237,BO,237,01/01/2016
037062,037049,2016,CS-Costituzione,BO,237,BO,237,01/01/2016
096011,096086,2016,ES-Estinzione,BI,096,BI,096,01/01/2016
096022,096085,2016,ES-Estinzione,BI,096,BI,096,01/01/2016
096029,096085,2016,ES-Estinzione,BI,096,BI,096,01/01/2016
096052,096086,2016,ES-Estinzione,BI,096,BI,096,01/01/2016
096060,096086,2016,ES-Estinzione,BI,096,BI,096,01/01/2016
096085,096022,2016,CS-Costituzione,BI,096,BI,096,01/01/2016
096085,096029,2016,CS-Costituzione,BI,096,BI,096,01/01/2016
096086,096011,2016,CS-Costituzione,BI,096,BI,096,01/01/2016
096086,096052,2016,CS-Costituzione,BI,096,BI,096,01/01/2016
096086,096060,2016,CS-Costituzione,BI,096,BI,096,01/01/2016
099007,099029,2016,ES-Estinzione,RN,099,RN,099,01/01/2016
099010,099029,2016,ES-Estinzione,RN,099,RN,099,01/01/2016
099029,099007,2016,CS-Costituzione,RN,099,RN,099,01/01/2016
099029,099010,2016,CS-Costituzione,RN,099,RN,099,01/01/2016
103063,103078,2016,ES-Estinzione,VB,103,VB,103,01/01/2016
103073,103078,2016,ES-Estinzione,VB,103,VB,103,01/01/2016
103078,103063,2016,CS-Costituzione,VB,103,VB,103,01/01/2016
103078,103073,2016,CS-Costituzione,VB,103,VB,103,01/01/2016
014032,014042,2015,AQES-Acquisizione per estinzione,SO,014,SO,014,25/11/2015
014042,014032,2015,ES-Estinzione,SO,014,SO,014,25/11/2015
004051,004051,2015,CD-Cambio denominazione,CN,004,CN,004,30/01/2015
097066,097092,2015,ES-Estinzione,LC,097,LC,097,30/01/2015
097073,097092,2015,ES-Estinzione,LC,097,LC,097,30/01/2015
097092,097066,2015,CS-Costituzione,LC,097,LC,097,30/01/2015
097092,097073,2015,CS-Costituzione,LC,097,LC,097,30/01/2015
022012,022232,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022067,022230,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022072,022232,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022077,022231,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022146,022232,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022166,022231,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022175,022230,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022186,022230,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022206,022230,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022214,022230,2015,ES-Estinzione,TN,022,TN,022,01/01/2015
022230,022067,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022230,022175,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022230,022186,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022230,022206,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022230,022214,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022231,022077,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022231,022166,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022232,022012,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022232,022072,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
022232,022146,2015,CS-Costituzione,TN,022,TN,022,01/01/2015
046016,046037,2015,ES-Estinzione,LU,046,LU,046,01/01/2015
046029,046037,2015,ES-Estinzione,LU,046,LU,046,01/01/2015
046037,046016,2015,CS-Costituzione,LU,046,LU,046,01/01/2015
046037,046029,2015,CS-Costituzione,LU,046,LU,046,01/01/2015
093003,093053,2015,ES-Estinzione,PN,093,PN,093,01/01/2015
093048,093053,2015,ES-Estinzione,PN,093,PN,093,01/01/2015
093053,093003,2015,CS-Costituzione,PN,093,PN,093,01/01/2015
093053,093048,2015,CS-Costituzione,PN,093,PN,093,01/01/2015
041013,041029,2014,CE-Cessione territorio,PU,041,PU,041,18/07/2014
041029,041013,2014,AQ-Acquisizione territorio,PU,041,PU,041,18/07/2014
030010,030048,2014,CE-Cessione territorio,UD,030,UD,030,19/06/2014
030010,030048,2014,AQ-Acquisizione territorio,UD,030,UD,030,19/06/2014
030048,030010,2014,CE-Cessione territorio,UD,030,UD,030,19/06/2014
030048,030010,2014,AQ-Acquisizione territorio,UD,030,UD,030,19/06/2014
023014,023014,2014,CD-Cambio denominazione,VR,023,VR,023,08/03/2014
025009,025071,2014,ES-Estinzione,BL,025,BL,025,22/02/2014
025031,025071,2014,ES-Estinzione,BL,025,BL,025,22/02/2014
025071,025009,2014,CS-Costituzione,BL,025,BL,025,22/02/2014
025071,025031,2014,CS-Costituzione,BL,025,BL,025,22/02/2014
030031,030032,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030031,030032,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030031,030039,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030031,030039,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030031,030058,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030031,030058,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030032,030031,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030032,030031,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030032,030039,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030032,030039,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030039,030031,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030039,030031,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030039,030032,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030039,030032,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030039,030109,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030039,030109,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030058,030031,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
030058,030031,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030109,030039,2014,AQ-Acquisizione territorio,UD,030,UD,030,20/02/2014
030109,030039,2014,CE-Cessione territorio,UD,030,UD,030,20/02/2014
012094,012142,2014,ES-Estinzione,VA,012,VA,012,04/02/2014
012112,012142,2014,ES-Estinzione,VA,012,VA,012,04/02/2014
012135,012142,2014,ES-Estinzione,VA,012,VA,012,04/02/2014
012142,012094,2014,CS-Costituzione,VA,012,VA,012,04/02/2014
012142,012112,2014,CS-Costituzione,VA,012,VA,012,04/02/2014
012142,012135,2014,CS-Costituzione,VA,012,VA,012,04/02/2014
013019,013250,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013070,013250,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013093,013251,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013109,013251,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013125,013252,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013148,013252,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013172,013252,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013175,013251,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013225,013252,2014,ES-Estinzione,CO,013,CO,013,04/02/2014
013250,013019,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
013250,013070,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
013251,013093,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
013251,013109,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
013251,013175,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
013252,013125,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
013252,013148,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
013252,013172,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
013252,013225,2014,CS-Costituzione,CO,013,CO,013,04/02/2014
016039,016253,2014,ES-Estinzione,BG,016,BG,016,04/02/2014
016112,016253,2014,ES-Estinzione,BG,016,BG,016,04/02/2014
016192,016252,2014,ES-Estinzione,BG,016,BG,016,04/02/2014
016228,016252,2014,ES-Estinzione,BG,016,BG,016,04/02/2014
016252,016192,2014,CS-Costituzione,BG,016,BG,016,04/02/2014
016252,016228,2014,CS-Costituzione,BG,016,BG,016,04/02/2014
016253,016039,2014,CS-Costituzione,BG,016,BG,016,04/02/2014
016253,016112,2014,CS-Costituzione,BG,016,BG,016,04/02/2014
018010,018191,2014,ES-Estinzione,PV,018,PV,018,04/02/2014
018055,018191,2014,ES-Estinzione,PV,018,PV,018,04/02/2014
018191,018010,2014,CS-Costituzione,PV,018,PV,018,04/02/2014
018191,018055,2014,CS-Costituzione,PV,018,PV,018,04/02/2014
020005,020071,2014,ES-Estinzione,MN,020,MN,020,04/02/2014
020069,020071,2014,ES-Estinzione,MN,020,MN,020,04/02/2014
020071,020005,2014,CS-Costituzione,MN,020,MN,020,04/02/2014
020071,020069,2014,CS-Costituzione,MN,020,MN,020,04/02/2014
097087,097091,2014,ES-Estinzione,LC,097,LC,097,04/02/2014
097088,097091,2014,ES-Estinzione,LC,097,LC,097,04/02/2014
097091,097087,2014,CS-Costituzione,LC,097,LC,097,04/02/2014
097091,097088,2014,CS-Costituzione,LC,097,LC,097,04/02/2014
030096,030188,2014,ES-Estinzione,UD,030,UD,030,01/01/2014
030119,030188,2014,ES-Estinzione,UD,030,UD,030,01/01/2014
030188,030096,2014,CS-Costituzione,UD,030,UD,030,01/01/2014
030188,030119,2014,CS-Costituzione,UD,030,UD,030,01/01/2014
034034,034049,2014,ES-Estinzione,PR,034,PR,034,01/01/2014
034043,034049,2014,ES-Estinzione,PR,034,PR,034,01/01/2014
034049,034034,2014,CS-Costituzione,PR,034,PR,034,01/01/2014
034049,034043,2014,CS-Costituzione,PR,034,PR,034,01/01/2014
037004,037061,2014,ES-Estinzione,BO,037,BO,037,01/01/2014
037018,037061,2014,ES-Estinzione,BO,037,BO,037,01/01/2014
037023,037061,2014,ES-Estinzione,BO,037,BO,037,01/01/2014
037043,037061,2014,ES-Estinzione,BO,037,BO,037,01/01/2014
037058,037061,2014,ES-Estinzione,BO,037,BO,037,01/01/2014
037061,037004,2014,CS-Costituzione,BO,037,BO,037,01/01/2014
037061,037018,2014,CS-Costituzione,BO,037,BO,037,01/01/2014
037061,037023,2014,CS-Costituzione,BO,037,BO,037,01/01/2014
037061,037043,2014,CS-Costituzione,BO,037,BO,037,01/01/2014
037061,037058,2014,CS-Costituzione,BO,037,BO,037,01/01/2014
038013,038027,2014,ES-Estinzione,FE,038,FE,038,01/01/2014
038015,038027,2014,ES-Estinzione,FE,038,FE,038,01/01/2014
038026,038027,2014,ES-Estinzione,FE,038,FE,038,01/01/2014
038027,038013,2014,CS-Costituzione,FE,038,FE,038,01/01/2014
038027,038015,2014,CS-Costituzione,FE,038,FE,038,01/01/2014
038027,038026,2014,CS-Costituzione,FE,038,FE,038,01/01/2014
041012,041068,2014,ES-Estinzione,PU,041,PU,041,01/01/2014
041056,041068,2014,ES-Estinzione,PU,041,PU,041,01/01/2014
041068,041012,2014,CS-Costituzione,PU,041,PU,041,01/01/2014
041068,041056,2014,CS-Costituzione,PU,041,PU,041,01/01/2014
042009,042050,2014,ES-Estinzione,AN,042,AN,042,01/01/2014
042028,042050,2014,ES-Estinzione,AN,042,AN,042,01/01/2014
042039,042050,2014,ES-Estinzione,AN,042,AN,042,01/01/2014
042050,042009,2014,CS-Costituzione,AN,042,AN,042,01/01/2014
042050,042028,2014,CS-Costituzione,AN,042,AN,042,01/01/2014
042050,042039,2014,CS-Costituzione,AN,042,AN,042,01/01/2014
046012,046036,2014,ES-Estinzione,LU,046,LU,046,01/01/2014
046032,046036,2014,ES-Estinzione,LU,046,LU,046,01/01/2014
046036,046012,2014,CS-Costituzione,LU,046,LU,046,01/01/2014
046036,046032,2014,CS-Costituzione,LU,046,LU,046,01/01/2014
048016,048052,2014,ES-Estinzione,FI,048,FI,048,01/01/2014
