event_id,tipo_var,anno_evento,data_evento,sigla_prov_from,cod_prov_from,sigla_prov_to,cod_prov_to,from,to
EV_2025_CD-Cambio_denominazione_006113_006113_10-10-2025,CD-Cambio denominazione,2025,10/10/2025,AL,006,AL,006,006113,006113
EV_2025_AP-Cambio_appartenenza_Provincia_090001_113001_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090001,113001
EV_2025_AP-Cambio_appartenenza_Provincia_090002_113003_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090002,113003
EV_2025_RN-Rinumerazione_del_codice_statistico_090003_112001_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090003,112001
EV_2025_RN-Rinumerazione_del_codice_statistico_090004_112002_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090004,112002
EV_2025_RN-Rinumerazione_del_codice_statistico_090005_112003_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090005,112003
EV_2025_AP-Cambio_appartenenza_Provincia_090006_113004_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090006,113004
EV_2025_RN-Rinumerazione_del_codice_statistico_090007_112004_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090007,112004
EV_2025_RN-Rinumerazione_del_codice_statistico_090008_112005_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090008,112005
EV_2025_AP-Cambio_appartenenza_Provincia_090009_113006_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090009,113006
EV_2025_RN-Rinumerazione_del_codice_statistico_090010_112006_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090010,112006
EV_2025_RN-Rinumerazione_del_codice_statistico_090011_112007_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090011,112007
EV_2025_RN-Rinumerazione_del_codice_statistico_090012_112008_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090012,112008
EV_2025_RN-Rinumerazione_del_codice_statistico_090013_112009_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090013,112009
EV_2025_AP-Cambio_appartenenza_Provincia_090014_113007_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090014,113007
EV_2025_RN-Rinumerazione_del_codice_statistico_090015_112010_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090015,112010
EV_2025_RN-Rinumerazione_del_codice_statistico_090016_112011_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090016,112011
EV_2025_AP-Cambio_appartenenza_Provincia_090017_113008_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090017,113008
EV_2025_RN-Rinumerazione_del_codice_statistico_090018_112012_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090018,112012
EV_2025_RN-Rinumerazione_del_codice_statistico_090019_112013_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090019,112013
EV_2025_RN-Rinumerazione_del_codice_statistico_090020_112014_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090020,112014
EV_2025_AP-Cambio_appartenenza_Provincia_090021_113010_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090021,113010
EV_2025_RN-Rinumerazione_del_codice_statistico_090022_112015_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090022,112015
EV_2025_RN-Rinumerazione_del_codice_statistico_090023_112016_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090023,112016
EV_2025_RN-Rinumerazione_del_codice_statistico_090024_112017_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090024,112017
EV_2025_RN-Rinumerazione_del_codice_statistico_090025_112018_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090025,112018
EV_2025_RN-Rinumerazione_del_codice_statistico_090026_112019_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090026,112019
EV_2025_RN-Rinumerazione_del_codice_statistico_090027_112020_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090027,112020
EV_2025_RN-Rinumerazione_del_codice_statistico_090028_112022_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090028,112022
EV_2025_RN-Rinumerazione_del_codice_statistico_090029_112023_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090029,112023
EV_2025_RN-Rinumerazione_del_codice_statistico_090030_112024_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090030,112024
EV_2025_RN-Rinumerazione_del_codice_statistico_090031_112025_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090031,112025
EV_2025_RN-Rinumerazione_del_codice_statistico_090032_112026_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090032,112026
EV_2025_RN-Rinumerazione_del_codice_statistico_090033_112027_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090033,112027
EV_2025_RN-Rinumerazione_del_codice_statistico_090034_112028_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090034,112028
EV_2025_AP-Cambio_appartenenza_Provincia_090035_113012_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090035,113012
EV_2025_AP-Cambio_appartenenza_Provincia_090036_113014_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090036,113014
EV_2025_AP-Cambio_appartenenza_Provincia_090037_113015_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090037,113015
EV_2025_RN-Rinumerazione_del_codice_statistico_090038_112029_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090038,112029
EV_2025_RN-Rinumerazione_del_codice_statistico_090039_112030_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090039,112030
EV_2025_RN-Rinumerazione_del_codice_statistico_090040_112031_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090040,112031
EV_2025_AP-Cambio_appartenenza_Provincia_090041_113016_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090041,113016
EV_2025_RN-Rinumerazione_del_codice_statistico_090042_112032_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090042,112032
EV_2025_RN-Rinumerazione_del_codice_statistico_090043_112033_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090043,112033
EV_2025_RN-Rinumerazione_del_codice_statistico_090044_112034_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090044,112034
EV_2025_RN-Rinumerazione_del_codice_statistico_090045_112035_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090045,112035
EV_2025_RN-Rinumerazione_del_codice_statistico_090046_112036_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090046,112036
EV_2025_AP-Cambio_appartenenza_Provincia_090047_113017_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090047,113017
EV_2025_RN-Rinumerazione_del_codice_statistico_090048_112037_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090048,112037
EV_2025_AP-Cambio_appartenenza_Provincia_090049_113018_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090049,113018
EV_2025_RN-Rinumerazione_del_codice_statistico_090050_112038_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090050,112038
EV_2025_RN-Rinumerazione_del_codice_statistico_090051_112039_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090051,112039
EV_2025_RN-Rinumerazione_del_codice_statistico_090052_112040_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090052,112040
EV_2025_RN-Rinumerazione_del_codice_statistico_090053_112041_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090053,112041
EV_2025_AP-Cambio_appartenenza_Provincia_090054_113020_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090054,113020
EV_2025_RN-Rinumerazione_del_codice_statistico_090055_112042_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090055,112042
EV_2025_RN-Rinumerazione_del_codice_statistico_090056_112043_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090056,112043
EV_2025_RN-Rinumerazione_del_codice_statistico_090057_112044_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090057,112044
EV_2025_RN-Rinumerazione_del_codice_statistico_090058_112045_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090058,112045
EV_2025_RN-Rinumerazione_del_codice_statistico_090059_112046_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090059,112046
EV_2025_RN-Rinumerazione_del_codice_statistico_090060_112047_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090060,112047
EV_2025_RN-Rinumerazione_del_codice_statistico_090061_112048_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090061,112048
EV_2025_AP-Cambio_appartenenza_Provincia_090062_113002_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090062,113002
EV_2025_AP-Cambio_appartenenza_Provincia_090063_113022_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090063,113022
EV_2025_RN-Rinumerazione_del_codice_statistico_090064_112050_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090064,112050
EV_2025_RN-Rinumerazione_del_codice_statistico_090065_112051_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090065,112051
EV_2025_RN-Rinumerazione_del_codice_statistico_090066_112052_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090066,112052
EV_2025_RN-Rinumerazione_del_codice_statistico_090067_112053_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090067,112053
EV_2025_RN-Rinumerazione_del_codice_statistico_090068_112054_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090068,112054
EV_2025_RN-Rinumerazione_del_codice_statistico_090069_112055_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090069,112055
EV_2025_AP-Cambio_appartenenza_Provincia_090070_113025_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090070,113025
EV_2025_RN-Rinumerazione_del_codice_statistico_090071_112058_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090071,112058
EV_2025_RN-Rinumerazione_del_codice_statistico_090072_112059_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090072,112059
EV_2025_RN-Rinumerazione_del_codice_statistico_090073_112060_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090073,112060
EV_2025_AP-Cambio_appartenenza_Provincia_090074_113026_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090074,113026
EV_2025_RN-Rinumerazione_del_codice_statistico_090075_112061_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090075,112061
EV_2025_RN-Rinumerazione_del_codice_statistico_090076_112062_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090076,112062
EV_2025_RN-Rinumerazione_del_codice_statistico_090077_112063_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090077,112063
EV_2025_RN-Rinumerazione_del_codice_statistico_090078_112066_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090078,112066
EV_2025_RN-Rinumerazione_del_codice_statistico_090079_112064_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090079,112064
EV_2025_AP-Cambio_appartenenza_Provincia_090080_113024_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090080,113024
EV_2025_AP-Cambio_appartenenza_Provincia_090081_113005_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090081,113005
EV_2025_RN-Rinumerazione_del_codice_statistico_090082_112065_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090082,112065
EV_2025_AP-Cambio_appartenenza_Provincia_090083_113011_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090083,113011
EV_2025_AP-Cambio_appartenenza_Provincia_090084_113013_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090084,113013
EV_2025_AP-Cambio_appartenenza_Provincia_090085_113023_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090085,113023
EV_2025_RN-Rinumerazione_del_codice_statistico_090086_112057_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090086,112057
EV_2025_RN-Rinumerazione_del_codice_statistico_090087_112049_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090087,112049
EV_2025_RN-Rinumerazione_del_codice_statistico_090088_112021_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090088,112021
EV_2025_RN-Rinumerazione_del_codice_statistico_090089_112056_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,SS,090,SS,312,090089,112056
EV_2025_AP-Cambio_appartenenza_Provincia_090090_113019_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090090,113019
EV_2025_AP-Cambio_appartenenza_Provincia_090091_113009_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090091,113009
EV_2025_AP-Cambio_appartenenza_Provincia_090092_113021_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,SS,090,OT,113,090092,113021
EV_2025_RN-Rinumerazione_del_codice_statistico_091001_114001_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091001,114001
EV_2025_AP-Cambio_appartenenza_Provincia_091002_116001_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091002,116001
EV_2025_RN-Rinumerazione_del_codice_statistico_091003_114002_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091003,114002
EV_2025_RN-Rinumerazione_del_codice_statistico_091004_114003_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091004,114003
EV_2025_AP-Cambio_appartenenza_Provincia_091005_116002_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091005,116002
EV_2025_AP-Cambio_appartenenza_Provincia_091006_116003_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091006,116003
EV_2025_RN-Rinumerazione_del_codice_statistico_091007_114004_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091007,114004
EV_2025_RN-Rinumerazione_del_codice_statistico_091008_114005_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091008,114005
EV_2025_RN-Rinumerazione_del_codice_statistico_091009_114006_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091009,114006
EV_2025_RN-Rinumerazione_del_codice_statistico_091010_114007_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091010,114007
EV_2025_RN-Rinumerazione_del_codice_statistico_091011_114008_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091011,114008
EV_2025_RN-Rinumerazione_del_codice_statistico_091012_114009_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091012,114009
EV_2025_RN-Rinumerazione_del_codice_statistico_091016_114010_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091016,114010
EV_2025_RN-Rinumerazione_del_codice_statistico_091017_114011_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091017,114011
EV_2025_RN-Rinumerazione_del_codice_statistico_091018_114012_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091018,114012
EV_2025_AP-Cambio_appartenenza_Provincia_091019_116005_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091019,116005
EV_2025_RN-Rinumerazione_del_codice_statistico_091024_114013_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091024,114013
EV_2025_RN-Rinumerazione_del_codice_statistico_091025_114014_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091025,114014
EV_2025_AP-Cambio_appartenenza_Provincia_091026_116006_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091026,116006
EV_2025_RN-Rinumerazione_del_codice_statistico_091027_114015_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091027,114015
EV_2025_RN-Rinumerazione_del_codice_statistico_091028_114016_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091028,114016
EV_2025_AP-Cambio_appartenenza_Provincia_091031_116007_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091031,116007
EV_2025_AP-Cambio_appartenenza_Provincia_091032_116008_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091032,116008
EV_2025_RN-Rinumerazione_del_codice_statistico_091033_114017_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091033,114017
EV_2025_AP-Cambio_appartenenza_Provincia_091035_116009_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091035,116009
EV_2025_AP-Cambio_appartenenza_Provincia_091037_116010_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091037,116010
EV_2025_RN-Rinumerazione_del_codice_statistico_091038_114018_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091038,114018
EV_2025_AP-Cambio_appartenenza_Provincia_091039_116011_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091039,116011
EV_2025_RN-Rinumerazione_del_codice_statistico_091040_114019_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091040,114019
EV_2025_RN-Rinumerazione_del_codice_statistico_091041_114020_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091041,114020
EV_2025_AP-Cambio_appartenenza_Provincia_091042_116012_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091042,116012
EV_2025_RN-Rinumerazione_del_codice_statistico_091043_114022_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091043,114022
EV_2025_RN-Rinumerazione_del_codice_statistico_091044_114023_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091044,114023
EV_2025_RN-Rinumerazione_del_codice_statistico_091046_114024_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091046,114024
EV_2025_RN-Rinumerazione_del_codice_statistico_091047_114025_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091047,114025
EV_2025_RN-Rinumerazione_del_codice_statistico_091050_114026_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091050,114026
EV_2025_RN-Rinumerazione_del_codice_statistico_091051_114027_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091051,114027
EV_2025_RN-Rinumerazione_del_codice_statistico_091055_114028_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091055,114028
EV_2025_RN-Rinumerazione_del_codice_statistico_091056_114029_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091056,114029
EV_2025_RN-Rinumerazione_del_codice_statistico_091057_114030_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091057,114030
EV_2025_RN-Rinumerazione_del_codice_statistico_091058_114031_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091058,114031
EV_2025_RN-Rinumerazione_del_codice_statistico_091059_114032_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091059,114032
EV_2025_RN-Rinumerazione_del_codice_statistico_091060_114033_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091060,114033
EV_2025_RN-Rinumerazione_del_codice_statistico_091061_114034_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091061,114034
EV_2025_RN-Rinumerazione_del_codice_statistico_091062_114035_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091062,114035
EV_2025_RN-Rinumerazione_del_codice_statistico_091063_114036_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091063,114036
EV_2025_RN-Rinumerazione_del_codice_statistico_091064_114037_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091064,114037
EV_2025_RN-Rinumerazione_del_codice_statistico_091066_114038_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091066,114038
EV_2025_RN-Rinumerazione_del_codice_statistico_091067_114039_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091067,114039
EV_2025_RN-Rinumerazione_del_codice_statistico_091068_114040_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091068,114040
EV_2025_AP-Cambio_appartenenza_Provincia_091069_116013_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091069,116013
EV_2025_RN-Rinumerazione_del_codice_statistico_091070_114041_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091070,114041
EV_2025_RN-Rinumerazione_del_codice_statistico_091071_114042_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091071,114042
EV_2025_AP-Cambio_appartenenza_Provincia_091072_116014_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091072,116014
EV_2025_RN-Rinumerazione_del_codice_statistico_091073_114043_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091073,114043
EV_2025_RN-Rinumerazione_del_codice_statistico_091077_114044_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091077,114044
EV_2025_RN-Rinumerazione_del_codice_statistico_091083_114046_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091083,114046
EV_2025_RN-Rinumerazione_del_codice_statistico_091084_114047_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091084,114047
EV_2025_RN-Rinumerazione_del_codice_statistico_091085_114048_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091085,114048
EV_2025_RN-Rinumerazione_del_codice_statistico_091086_114049_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091086,114049
EV_2025_AP-Cambio_appartenenza_Provincia_091088_116015_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091088,116015
EV_2025_AP-Cambio_appartenenza_Provincia_091089_116016_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091089,116016
EV_2025_RN-Rinumerazione_del_codice_statistico_091090_114050_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091090,114050
EV_2025_RN-Rinumerazione_del_codice_statistico_091091_114051_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091091,114051
EV_2025_RN-Rinumerazione_del_codice_statistico_091093_114052_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091093,114052
EV_2025_RN-Rinumerazione_del_codice_statistico_091094_114053_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091094,114053
EV_2025_AP-Cambio_appartenenza_Provincia_091095_116017_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091095,116017
EV_2025_AP-Cambio_appartenenza_Provincia_091097_116018_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091097,116018
EV_2025_AP-Cambio_appartenenza_Provincia_091098_116019_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091098,116019
EV_2025_AP-Cambio_appartenenza_Provincia_091099_116020_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091099,116020
EV_2025_AP-Cambio_appartenenza_Provincia_091100_116021_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091100,116021
EV_2025_AP-Cambio_appartenenza_Provincia_091101_116022_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091101,116022
EV_2025_AP-Cambio_appartenenza_Provincia_091103_116004_17-07-2025,AP-Cambio appartenenza Provincia,2025,17/07/2025,NU,091,OG,116,091103,116004
EV_2025_RN-Rinumerazione_del_codice_statistico_091104_114021_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,NU,091,NU,114,091104,114021
EV_2025_RN-Rinumerazione_del_codice_statistico_092003_118002_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,CA,292,CA,318,092003,118002
EV_2025_RN-Rinumerazione_del_codice_statistico_092009_118006_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,CA,292,CA,318,092009,118006
EV_2025_RN-Rinumerazione_del_codice_statistico_092011_118007_17-07-2025,RN-Rinumerazione del codice statistico,2025,17/07/2025,CA,292,CA,318,092011,118007
