anno_evento,data_evento,tipo_var,sigla_prov,cod_prov,cod_com,sigla_prov_ass,cod_prov_ass,cod_com_ass
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092084,SU,111,111089
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092088,SU,111,111093
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092091,SU,111,111095
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092097,SU,111,111103
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092098,SU,111,111104
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092100,SU,111,111105
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092101,SU,111,111106
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092102,SU,111,111107
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092106,SU,111,111011
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092110,SU,111,111018
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092111,SU,111,111019
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092112,SU,111,111020
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092113,SU,111,111025
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092114,SU,111,111036
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092115,SU,111,111045
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092116,SU,111,111046
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092117,SU,111,111048
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092118,SU,111,111050
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092119,SU,111,111058
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092120,SU,111,111079
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092121,SU,111,111082
2016,28/04/2016,AP-Cambio appartenenza Provincia,CA,092,092122,SU,111,111099
2016,28/04/2016,AP-Cambio appartenenza Provincia,OR,095,095081,SU,111,111023
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104001,SS,090,090001
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104002,SS,090,090062
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104003,SS,090,090002
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104004,SS,090,090006
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104005,SS,090,090081
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104006,SS,090,090009
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104007,SS,090,090014
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104008,SS,090,090017
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104009,SS,090,090091
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104010,SS,090,090021
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104011,SS,090,090083
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104012,SS,090,090035
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104013,SS,090,090084
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104014,SS,090,090036
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104015,SS,090,090037
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104016,SS,090,090041
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104017,SS,090,090047
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104018,SS,090,090049
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104019,SS,090,090090
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104020,SS,090,090054
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104021,SS,090,090085
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104022,SS,090,090063
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104023,SS,090,090092
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104024,SS,090,090080
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104025,SS,090,090070
2016,28/04/2016,AP-Cambio appartenenza Provincia,OT,104,104026,SS,090,090074
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105001,NU,091,091002
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105002,NU,091,091005
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105003,NU,091,091006
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105004,NU,091,091103
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105005,NU,091,091019
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105006,NU,091,091026
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105007,NU,091,091031
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105008,NU,091,091032
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105009,NU,091,091035
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105010,NU,091,091037
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105011,NU,091,091039
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105012,NU,091,091042
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105013,NU,091,091069
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105014,NU,091,091072
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105015,SU,111,111081
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105016,NU,091,091088
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105017,NU,091,091089
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105018,NU,091,091095
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105019,NU,091,091097
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105020,NU,091,091098
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105021,NU,091,091099
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105022,NU,091,091100
2016,28/04/2016,AP-Cambio appartenenza Provincia,OG,105,105023,NU,091,091101
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106001,SU,111,111001
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106002,SU,111,111005
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106003,SU,111,111012
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106004,SU,111,111022
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106005,SU,111,111024
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106006,SU,111,111027
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106007,SU,111,111031
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106008,SU,111,111034
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106009,SU,111,111037
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106010,SU,111,111038
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106011,SU,111,111052
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106012,SU,111,111053
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106013,SU,111,111059
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106014,SU,111,111062
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106015,SU,111,111067
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106016,SU,111,111072
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106017,SU,111,111073
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106018,SU,111,111077
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106019,SU,111,111078
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106020,SU,111,111080
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106021,SU,111,111083
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106022,SU,111,111091
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106023,SU,111,111092
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106024,SU,111,111094
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106025,SU,111,111096
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106026,SU,111,111097
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106027,SU,111,111100
2016,28/04/2016,AP-Cambio appartenenza Provincia,VS,106,106028,SU,111,111101
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107001,SU,111,111006
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107002,SU,111,111008
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107003,SU,111,111009
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107004,SU,111,111010
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107005,SU,111,111016
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107006,SU,111,111021
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107007,SU,111,111028
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107008,SU,111,111030
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107009,SU,111,111035
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107010,SU,111,111040
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107011,SU,111,111043
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107012,SU,111,111044
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107013,SU,111,111049
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107014,SU,111,111054
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107015,SU,111,111056
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107016,SU,111,111057
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107017,SU,111,111063
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107018,SU,111,111068
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107019,SU,111,111070
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107020,SU,111,111071
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107021,SU,111,111090
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107022,SU,111,111098
2016,28/04/2016,AP-Cambio appartenenza Provincia,CI,107,107023,SU,111,111102
2016,23/04/2016,AQES-Acquisizione per estinzione,BS,017,017018,BS,017,017154
2016,23/04/2016,ES-Estinzione,BS,017,017154,BS,017,017018
2016,15/04/2016,AQ-Acquisizione territorio,PA,082,082045,PA,082,082078
2016,15/04/2016,CE-Cessione territorio,PA,082,082078,PA,082,082045
2016,23/02/2016,ES-Estinzione,BL,025,025020,BL,025,025072
2016,23/02/2016,ES-Estinzione,BL,025,025024,BL,025,025073
2016,23/02/2016,ES-Estinzione,BL,025,025038,BL,025,025072
2016,23/02/2016,ES-Estinzione,BL,025,025041,BL,025,025072
2016,23/02/2016,ES-Estinzione,BL,025,025068,BL,025,025073
2016,23/02/2016,CS-Costituzione,BL,025,025072,BL,025,025020
2016,23/02/2016,CS-Costituzione,BL,025,025072,BL,025,025038
2016,23/02/2016,CS-Costituzione,BL,025,025072,BL,025,025041
2016,23/02/2016,CS-Costituzione,BL,025,025073,BL,025,025024
2016,23/02/2016,CS-Costituzione,BL,025,025073,BL,025,025068
2016,01/01/2016,ES-Estinzione,PV,018,018056,PV,018,018192
2016,01/01/2016,ES-Estinzione,PV,018,018070,PV,018,018192
2016,01/01/2016,CS-Costituzione,PV,018,018192,PV,018,018056
2016,01/01/2016,CS-Costituzione,PV,018,018192,PV,018,018070
2016,01/01/2016,ES-Estinzione,TN,022,022004,TN,022,022237
2016,01/01/2016,ES-Estinzione,TN,022,022019,TN,022,022239
2016,01/01/2016,ES-Estinzione,TN,022,022020,TN,022,022246
2016,01/01/2016,ES-Estinzione,TN,022,022023,TN,022,022236
2016,01/01/2016,ES-Estinzione,TN,022,022024,TN,022,022246
2016,01/01/2016,ES-Estinzione,TN,022,022028,TN,022,022238
2016,01/01/2016,ES-Estinzione,TN,022,022031,TN,022,022243
2016,01/01/2016,ES-Estinzione,TN,022,022055,TN,022,022241
2016,01/01/2016,ES-Estinzione,TN,022,022056,TN,022,022236
2016,01/01/2016,ES-Estinzione,TN,022,022057,TN,022,022238
2016,01/01/2016,ES-Estinzione,TN,022,022066,TN,022,022238
2016,01/01/2016,ES-Estinzione,TN,022,022069,TN,022,022242
2016,01/01/2016,ES-Estinzione,TN,022,022073,TN,022,022244
2016,01/01/2016,ES-Estinzione,TN,022,022075,TN,022,022233
2016,01/01/2016,ES-Estinzione,TN,022,022076,TN,022,022237
2016,01/01/2016,ES-Estinzione,TN,022,022082,TN,022,022235
2016,01/01/2016,ES-Estinzione,TN,022,022084,TN,022,022245
2016,01/01/2016,ES-Estinzione,TN,022,022086,TN,022,022242
2016,01/01/2016,ES-Estinzione,TN,022,022094,TN,022,022235
2016,01/01/2016,ES-Estinzione,TN,022,022096,TN,022,022235
2016,01/01/2016,ES-Estinzione,TN,022,022100,TN,022,022246
2016,01/01/2016,ES-Estinzione,TN,022,022101,TN,022,022243
2016,01/01/2016,ES-Estinzione,TN,022,022105,TN,022,022241
2016,01/01/2016,ES-Estinzione,TN,022,022121,TN,022,022233
2016,01/01/2016,ES-Estinzione,TN,022,022122,TN,022,022247
2016,01/01/2016,ES-Estinzione,TN,022,022125,TN,022,022249
2016,01/01/2016,ES-Estinzione,TN,022,022132,TN,022,022248
2016,01/01/2016,ES-Estinzione,TN,022,022140,TN,022,022234
2016,01/01/2016,ES-Estinzione,TN,022,022148,TN,022,022247
2016,01/01/2016,ES-Estinzione,TN,022,022149,TN,022,022234
2016,01/01/2016,ES-Estinzione,TN,022,022151,TN,022,022247
2016,01/01/2016,ES-Estinzione,TN,022,022158,TN,022,022246
2016,01/01/2016,ES-Estinzione,TN,022,022174,TN,022,022245
2016,01/01/2016,ES-Estinzione,TN,022,022178,TN,022,022240
2016,01/01/2016,ES-Estinzione,TN,022,022185,TN,022,022240
2016,01/01/2016,ES-Estinzione,TN,022,022187,TN,022,022249
2016,01/01/2016,ES-Estinzione,TN,022,022192,TN,022,022248
2016,01/01/2016,ES-Estinzione,TN,022,022194,TN,022,022242
2016,01/01/2016,ES-Estinzione,TN,022,022201,TN,022,022245
2016,01/01/2016,ES-Estinzione,TN,022,022204,TN,022,022245
2016,01/01/2016,ES-Estinzione,TN,022,022207,TN,022,022249
2016,01/01/2016,ES-Estinzione,TN,022,022208,TN,022,022235
2016,01/01/2016,ES-Estinzione,TN,022,022212,TN,022,022236
2016,01/01/2016,ES-Estinzione,TN,022,022215,TN,022,022248
2016,01/01/2016,ES-Estinzione,TN,022,022219,TN,022,022236
2016,01/01/2016,ES-Estinzione,TN,022,022220,TN,022,022244
2016,01/01/2016,ES-Estinzione,TN,022,022221,TN,022,022240
2016,01/01/2016,ES-Estinzione,TN,022,022223,TN,022,022244
2016,01/01/2016,ES-Estinzione,TN,022,022227,TN,022,022239
2016,01/01/2016,CS-Costituzione,TN,022,022233,TN,022,022075
2016,01/01/2016,CS-Costituzione,TN,022,022233,TN,022,022121
2016,01/01/2016,CS-Costituzione,TN,022,022234,TN,022,022140
2016,01/01/2016,CS-Costituzione,TN,022,022234,TN,022,022149
2016,01/01/2016,CS-Costituzione,TN,022,022235,TN,022,022082
2016,01/01/2016,CS-Costituzione,TN,022,022235,TN,022,022094
2016,01/01/2016,CS-Costituzione,TN,022,022235,TN,022,022096
2016,01/01/2016,CS-Costituzione,TN,022,022235,TN,022,022208
2016,01/01/2016,CS-Costituzione,TN,022,022236,TN,022,022023
2016,01/01/2016,CS-Costituzione,TN,022,022236,TN,022,022056
2016,01/01/2016,CS-Costituzione,TN,022,022236,TN,022,022212
2016,01/01/2016,CS-Costituzione,TN,022,022236,TN,022,022219
2016,01/01/2016,CS-Costituzione,TN,022,022237,TN,022,022004
2016,01/01/2016,CS-Costituzione,TN,022,022237,TN,022,022076
2016,01/01/2016,CS-Costituzione,TN,022,022238,TN,022,022028
2016,01/01/2016,CS-Costituzione,TN,022,022238,TN,022,022057
2016,01/01/2016,CS-Costituzione,TN,022,022238,TN,022,022066
2016,01/01/2016,CS-Costituzione,TN,022,022239,TN,022,022019
2016,01/01/2016,CS-Costituzione,TN,022,022239,TN,022,022227
2016,01/01/2016,CS-Costituzione,TN,022,022240,TN,022,022178
2016,01/01/2016,CS-Costituzione,TN,022,022240,TN,022,022185
2016,01/01/2016,CS-Costituzione,TN,022,022240,TN,022,022221
2016,01/01/2016,CS-Costituzione,TN,022,022241,TN,022,022055
2016,01/01/2016,CS-Costituzione,TN,022,022241,TN,022,022105
2016,01/01/2016,CS-Costituzione,TN,022,022242,TN,022,022069
2016,01/01/2016,CS-Costituzione,TN,022,022242,TN,022,022086
2016,01/01/2016,CS-Costituzione,TN,022,022242,TN,022,022194
2016,01/01/2016,CS-Costituzione,TN,022,022243,TN,022,022031
2016,01/01/2016,CS-Costituzione,TN,022,022243,TN,022,022101
2016,01/01/2016,CS-Costituzione,TN,022,022244,TN,022,022073
2016,01/01/2016,CS-Costituzione,TN,022,022244,TN,022,022220
2016,01/01/2016,CS-Costituzione,TN,022,022244,TN,022,022223
2016,01/01/2016,CS-Costituzione,TN,022,022245,TN,022,022084
2016,01/01/2016,CS-Costituzione,TN,022,022245,TN,022,022174
2016,01/01/2016,CS-Costituzione,TN,022,022245,TN,022,022201
2016,01/01/2016,CS-Costituzione,TN,022,022245,TN,022,022204
2016,01/01/2016,CS-Costituzione,TN,022,022246,TN,022,022020
2016,01/01/2016,CS-Costituzione,TN,022,022246,TN,022,022024
2016,01/01/2016,CS-Costituzione,TN,022,022246,TN,022,022100
2016,01/01/2016,CS-Costituzione,TN,022,022246,TN,022,022158
2016,01/01/2016,CS-Costituzione,TN,022,022247,TN,022,022122
2016,01/01/2016,CS-Costituzione,TN,022,022247,TN,022,022148
2016,01/01/2016,CS-Costituzione,TN,022,022247,TN,022,022151
2016,01/01/2016,CS-Costituzione,TN,022,022248,TN,022,022132
2016,01/01/2016,CS-Costituzione,TN,022,022248,TN,022,022192
2016,01/01/2016,CS-Costituzione,TN,022,022248,TN,022,022215
2016,01/01/2016,CS-Costituzione,TN,022,022249,TN,022,022125
2016,01/01/2016,CS-Costituzione,TN,022,022249,TN,022,022187
2016,01/01/2016,CS-Costituzione,TN,022,022249,TN,022,022207
2016,01/01/2016,ES-Estinzione,PR,034,034029,PR,034,034050
2016,01/01/2016,ES-Estinzione,PR,034,034048,PR,034,034050
2016,01/01/2016,CS-Costituzione,PR,034,034050,PR,034,034029
2016,01/01/2016,CS-Costituzione,PR,034,034050,PR,034,034048
2016,01/01/2016,ES-Estinzione,RE,035,035007,RE,035,035046
2016,01/01/2016,ES-Estinzione,RE,035,035019,RE,035,035046
2016,01/01/2016,ES-Estinzione,RE,035,035025,RE,035,035046
2016,01/01/2016,ES-Estinzione,RE,035,035031,RE,035,035046
2016,01/01/2016,CS-Costituzione,RE,035,035046,RE,035,035007
2016,01/01/2016,CS-Costituzione,RE,035,035046,RE,035,035019
2016,01/01/2016,CS-Costituzione,RE,035,035046,RE,035,035025
2016,01/01/2016,CS-Costituzione,RE,035,035046,RE,035,035031
2016,01/01/2016,ES-Estinzione,BO,237,037029,BO,237,037062
2016,01/01/2016,ES-Estinzione,BO,237,037049,BO,237,037062
2016,01/01/2016,CS-Costituzione,BO,237,037062,BO,237,037029
2016,01/01/2016,CS-Costituzione,BO,237,037062,BO,237,037049
2016,01/01/2016,ES-Estinzione,BI,096,096011,BI,096,096086
2016,01/01/2016,ES-Estinzione,BI,096,096022,BI,096,096085
2016,01/01/2016,ES-Estinzione,BI,096,096029,BI,096,096085
2016,01/01/2016,ES-Estinzione,BI,096,096052,BI,096,096086
2016,01/01/2016,ES-Estinzione,BI,096,096060,BI,096,096086
2016,01/01/2016,CS-Costituzione,BI,096,096085,BI,096,096022
2016,01/01/2016,CS-Costituzione,BI,096,096085,BI,096,096029
2016,01/01/2016,CS-Costituzione,BI,096,096086,BI,096,096011
2016,01/01/2016,CS-Costituzione,BI,096,096086,BI,096,096052
2016,01/01/2016,CS-Costituzione,BI,096,096086,BI,096,096060
2016,01/01/2016,ES-Estinzione,RN,099,099007,RN,099,099029
2016,01/01/2016,ES-Estinzione,RN,099,099010,RN,099,099029
2016,01/01/2016,CS-Costituzione,RN,099,099029,RN,099,099007
2016,01/01/2016,CS-Costituzione,RN,099,099029,RN,099,099010
2016,01/01/2016,ES-Estinzione,VB,103,103063,VB,103,103078
2016,01/01/2016,ES-Estinzione,VB,103,103073,VB,103,103078
2016,01/01/2016,CS-Costituzione,VB,103,103078,VB,103,103063
2016,01/01/2016,CS-Costituzione,VB,103,103078,VB,103,103073
2015,25/11/2015,AQES-Acquisizione per estinzione,SO,014,014032,SO,014,014042
2015,25/11/2015,ES-Estinzione,SO,014,014042,SO,014,014032
2015,30/01/2015,CD-Cambio denominazione,CN,004,004051,CN,004,004051
2015,30/01/2015,ES-Estinzione,LC,097,097066,LC,097,097092
2015,30/01/2015,ES-Estinzione,LC,097,097073,LC,097,097092
2015,30/01/2015,CS-Costituzione,LC,097,097092,LC,097,097066
2015,30/01/2015,CS-Costituzione,LC,097,097092,LC,097,097073
2015,01/01/2015,ES-Estinzione,TN,022,022012,TN,022,022232
2015,01/01/2015,ES-Estinzione,TN,022,022067,TN,022,022230
2015,01/01/2015,ES-Estinzione,TN,022,022072,TN,022,022232
2015,01/01/2015,ES-Estinzione,TN,022,022077,TN,022,022231
2015,01/01/2015,ES-Estinzione,TN,022,022146,TN,022,022232
2015,01/01/2015,ES-Estinzione,TN,022,022166,TN,022,022231
2015,01/01/2015,ES-Estinzione,TN,022,022175,TN,022,022230
2015,01/01/2015,ES-Estinzione,TN,022,022186,TN,022,022230
2015,01/01/2015,ES-Estinzione,TN,022,022206,TN,022,022230
2015,01/01/2015,ES-Estinzione,TN,022,022214,TN,022,022230
2015,01/01/2015,CS-Costituzione,TN,022,022230,TN,022,022067
2015,01/01/2015,CS-Costituzione,TN,022,022230,TN,022,022175
2015,01/01/2015,CS-Costituzione,TN,022,022230,TN,022,022186
2015,01/01/2015,CS-Costituzione,TN,022,022230,TN,022,022206
2015,01/01/2015,CS-Costituzione,TN,022,022230,TN,022,022214
2015,01/01/2015,CS-Costituzione,TN,022,022231,TN,022,022077
2015,01/01/2015,CS-Costituzione,TN,022,022231,TN,022,022166
2015,01/01/2015,CS-Costituzione,TN,022,022232,TN,022,022012
2015,01/01/2015,CS-Costituzione,TN,022,022232,TN,022,022072
2015,01/01/2015,CS-Costituzione,TN,022,022232,TN,022,022146
2015,01/01/2015,ES-Estinzione,LU,046,046016,LU,046,046037
2015,01/01/2015,ES-Estinzione,LU,046,046029,LU,046,046037
2015,01/01/2015,CS-Costituzione,LU,046,046037,LU,046,046016
2015,01/01/2015,CS-Costituzione,LU,046,046037,LU,046,046029
2015,01/01/2015,ES-Estinzione,PN,093,093003,PN,093,093053
2015,01/01/2015,ES-Estinzione,PN,093,093048,PN,093,093053
2015,01/01/2015,CS-Costituzione,PN,093,093053,PN,093,093003
2015,01/01/2015,CS-Costituzione,PN,093,093053,PN,093,093048
2014,18/07/2014,CE-Cessione territorio,PU,041,041013,PU,041,041029
2014,18/07/2014,AQ-Acquisizione territorio,PU,041,041029,PU,041,041013
2014,19/06/2014,CE-Cessione territorio,UD,030,030010,UD,030,030048
2014,19/06/2014,AQ-Acquisizione territorio,UD,030,030010,UD,030,030048
2014,19/06/2014,CE-Cessione territorio,UD,030,030048,UD,030,030010
2014,19/06/2014,AQ-Acquisizione territorio,UD,030,030048,UD,030,030010
2014,08/03/2014,CD-Cambio denominazione,VR,023,023014,VR,023,023014
2014,22/02/2014,ES-Estinzione,BL,025,025009,BL,025,025071
2014,22/02/2014,ES-Estinzione,BL,025,025031,BL,025,025071
2014,22/02/2014,CS-Costituzione,BL,025,025071,BL,025,025009
2014,22/02/2014,CS-Costituzione,BL,025,025071,BL,025,025031
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030031,UD,030,030032
2014,20/02/2014,CE-Cessione territorio,UD,030,030031,UD,030,030032
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030031,UD,030,030039
2014,20/02/2014,CE-Cessione territorio,UD,030,030031,UD,030,030039
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030031,UD,030,030058
2014,20/02/2014,CE-Cessione territorio,UD,030,030031,UD,030,030058
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030032,UD,030,030031
2014,20/02/2014,CE-Cessione territorio,UD,030,030032,UD,030,030031
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030032,UD,030,030039
2014,20/02/2014,CE-Cessione territorio,UD,030,030032,UD,030,030039
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030039,UD,030,030031
2014,20/02/2014,CE-Cessione territorio,UD,030,030039,UD,030,030031
2014,20/02/2014,CE-Cessione territorio,UD,030,030039,UD,030,030032
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030039,UD,030,030032
2014,20/02/2014,CE-Cessione territorio,UD,030,030039,UD,030,030109
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030039,UD,030,030109
2014,20/02/2014,CE-Cessione territorio,UD,030,030058,UD,030,030031
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030058,UD,030,030031
2014,20/02/2014,AQ-Acquisizione territorio,UD,030,030109,UD,030,030039
2014,20/02/2014,CE-Cessione territorio,UD,030,030109,UD,030,030039
2014,04/02/2014,ES-Estinzione,VA,012,012094,VA,012,012142
2014,04/02/2014,ES-Estinzione,VA,012,012112,VA,012,012142
2014,04/02/2014,ES-Estinzione,VA,012,012135,VA,012,012142
2014,04/02/2014,CS-Costituzione,VA,012,012142,VA,012,012094
2014,04/02/2014,CS-Costituzione,VA,012,012142,VA,012,012112
2014,04/02/2014,CS-Costituzione,VA,012,012142,VA,012,012135
2014,04/02/2014,ES-Estinzione,CO,013,013019,CO,013,013250
2014,04/02/2014,ES-Estinzione,CO,013,013070,CO,013,013250
2014,04/02/2014,ES-Estinzione,CO,013,013093,CO,013,013251
2014,04/02/2014,ES-Estinzione,CO,013,013109,CO,013,013251
2014,04/02/2014,ES-Estinzione,CO,013,013125,CO,013,013252
2014,04/02/2014,ES-Estinzione,CO,013,013148,CO,013,013252
2014,04/02/2014,ES-Estinzione,CO,013,013172,CO,013,013252
2014,04/02/2014,ES-Estinzione,CO,013,013175,CO,013,013251
2014,04/02/2014,ES-Estinzione,CO,013,013225,CO,013,013252
2014,04/02/2014,CS-Costituzione,CO,013,013250,CO,013,013019
2014,04/02/2014,CS-Costituzione,CO,013,013250,CO,013,013070
2014,04/02/2014,CS-Costituzione,CO,013,013251,CO,013,013093
2014,04/02/2014,CS-Costituzione,CO,013,013251,CO,013,013109
2014,04/02/2014,CS-Costituzione,CO,013,013251,CO,013,013175
2014,04/02/2014,CS-Costituzione,CO,013,013252,CO,013,013125
2014,04/02/2014,CS-Costituzione,CO,013,013252,CO,013,013148
2014,04/02/2014,CS-Costituzione,CO,013,013252,CO,013,013172
2014,04/02/2014,CS-Costituzione,CO,013,013252,CO,013,013225
2014,04/02/2014,ES-Estinzione,BG,016,016039,BG,016,016253
2014,04/02/2014,ES-Estinzione,BG,016,016112,BG,016,016253
2014,04/02/2014,ES-Estinzione,BG,016,016192,BG,016,016252
